UI_20150317_000087	Alarme Avancee	전직 가능 알람				
UI_20150317_000088	{@st43} Avancee	{@st43}클래스 전직				
UI_20150317_000089	{@sti7}{s14} Personnage {/}	{@sti7}{s14}캐릭터{/}				
UI_20150317_000090	{@sti8}{s14} Classe {/}	{@sti8}{s14}클래스{/}				
UI_20150317_000091	{@st44}Discussion{/}	{@st44}채팅{/}				
UI_20150317_000092	Pour. WWWWWWWW et 1 autre	To. WWWWWWWW 외 1				
UI_20150317_000093	{memo X}General: /s {nl} Crier: /y {nl} Groupe: /p {nl} Chuchotter: /w + nom du personnage chat	일반 : /s 내용{nl}외침 : /y 내용{nl}파티 : /p 내용{nl}귓속말 : /w 캐릭명 내용				
UI_20150317_000094	{@st41}Tous{/}	{@st41}일반 대화{/}				
UI_20150317_000095	{@59}Quitter{/}	{@59}종료하기{/}				
UI_20150317_000096	{@59}Inviter{/}	{@59}초대하기{/}				
UI_20150317_000097	{@st59}Tous{/}	{@st59}전체{/}				
UI_20150317_000098	{@st59} Normal (chat/s) {/}	{@st59}일반  (/s 할말){/}				
UI_20150317_000099	{@st59}Crier (/y chat){/}	{@st59}외침  (/y 할말){/}				
UI_20150317_000100	{@st59}Groupe (/p chat){/}	{@st59}파티  (/p 할말){/}				
UI_20150317_000101	{@st59}Chuchotter (/w team name chat){/}	{@st59}귓속말   (/w 팀이름 할말){/}				
UI_20150317_000102	{@st59}Ajuster la Fenetre de Discussion{/}	{@st59}채팅창 크기 조절{/}				
UI_20150317_000103	{@st43}{s22}Macro de Discussion{/}	{@st43}{s22}채팅 매크로{/}				
UI_20150317_000104	{@st43}Macro{/}	{@st43}매크로{/}				
UI_20150317_000105	{@st59b} Macro {nl} {@st59s} - comment utiliser : {nl} 1. Faites glisser l'icône de geste aux raccourcis. {nl} 2. ecrivez votre phrase puis enregistrez. {nl} 3. Utilisez la touche de raccourci pour simultanement, utilisez l'expression et le geste. {/}	{@st59b}매크로{nl}{@st59s} - 사용 방법 : {nl} 1. 상단의 제스쳐 아이콘을 하단의 제스쳐 슬롯에 등록{nl} 2. 대화문구 작성 후 저장{nl} 3. 해당 단축키를 사용해서 대사와 동시에 제스쳐 동작{/}				
UI_20150317_000106	{@st59}Fermer le journal d'aventure{/}	{@st59}매크로를 닫습니다{/}				
UI_20150317_000107	{@st41b}Sauvegarder{/}	{@st41b}저장{/}				
UI_20150317_000108	{@st59} Enregistrer {/}	{@st59}등록한 내용을 저장합니다{/}				
UI_20150317_000109	{@st41b}Annuler{/}	{@st41b}취소{/}				
UI_20150317_000110	{@st59} Annuler {/}	{@st59}등록한 내용을 취소합니다{/}				
UI_20150317_000111	{@st42}Parametres de Discussion	{@st42}채팅 설정				
UI_20150317_000112	{@st42}Transparence	{@st42}투명도				
UI_20150317_000113	Monter la Bulle de Chat	말풍선 표시				
UI_20150317_000114	Messages Cries en premier	화면 상단에 외치기 내용 표시				
UI_20150317_000115	{@st43} Cheat liste {/}	{@st43}치트리스트{/}				
UI_20150317_000116	{@st42b}Objet{/}	{@st42b}  아이템  {/}				
UI_20150317_000117	{@st42b}Monstre{/}	{@st42b}  몬스터  {/}				
UI_20150317_000118	{@st42b}Deplacer la carte{/}	{@st42b}  맵이동  {/}				
UI_20150317_000119	{@st42b}Ordre de Combat{/}	{@st42b}  전투명령  {/}				
UI_20150317_000120	{@st41b}Fermer{/}	{@st41b}닫기{/}				
UI_20150317_000121	{s16}{b}Creer des objets en cliquant sur le bouton Creer ou en double-cliquant.	{s16}{b}더블클릭 또는 생성 버튼으로 아이템을 생성할 수 있습니다.				
UI_20150317_000122	{s16}{b}ea	{s16}{b}개				
UI_20150317_000123	{s16}{b}Lv.	{s16}{b}레벨				
UI_20150317_000124	{@st41b}Rechercher{/}	{@st41b}검색{/}				
UI_20150317_000125	{s16}{b}Invoquer des monstres en cliquant sur le bouton Creer ou en double-cliquant.	{s16}{b}더블클릭 또는 생성버튼으로 몬스터를 소환할 수 있습니다.				
UI_20150317_000126	{s16}{b}ea	{s16}{b}마리				
UI_20150317_000127	{s16}{b}Selectionnez la zone desiree.	{s16}{b}원하는 지역을 선택하세요				
UI_20150317_000128	{s18}{b}Voir la Minimap{/}	{s18}{b}미니맵 보기{/}				
UI_20150317_000129	{@st41b}Liste d'Outil{/}	{@st41b}툴 리스트{/}				
UI_20150317_000130	{@st59b} Collection {nl}{@st59s}-achat du pont de la Collection pour ajouter des elements a collectionner a votre collection. {nl} - la touche de raccourci collection sera activee lorsque vous utilisez l'element de pont de collecte. {nl} {/}	{@st59b}콜렉션{nl}{@st59s} - 게임내 콜렉션 덱을 구해 아이템을 수집하면 해당 아이템 수집 가능{nl} - 콜렉션 덱 아이템 사용했을 경우 콜렉션 단축키가 활성화{nl}{/}				
UI_20150317_000131	{@st59}Fermer le journal d'aventure{/}	{@st59}콜렉션 정보를 닫습니다{/}				
UI_20150317_000132	{@st43}Collection{/}	{@st43}콜렉션{/}				
UI_20150317_000133	{@st43} Spray couleur {/}	{@st43}컬러스프레이{/}				
UI_20150317_000134	{@st49} Spray couleur {/}	{@st49}컬러스프레이{/}				
UI_20150317_000135	{@st49}Couleur{/}	{@st49}색상{/}				
UI_20150317_000136	{@st49}Restant{/}	{@st49}잔량{/}				
UI_20150317_000137	{@st49}Brosse{/}	{@st49}브러쉬{/}				
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}Draw{/}{/}	{@st49}{a END_EDIT_SPRAY}그리기{/}{/}				
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}Save{/}{/}	{@st49}{a SAVE_EDIT_SPRAY}저장{/}{/}				
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}Import{/}{/}	{@st49}{a LOAD_EDIT_SPRAY}불러오기{/}{/}				
UI_20150317_000141	{@st49}Fermer{/}	{@st49}닫기{/}				
UI_20150317_000142	{@st43} Adoption de compagnon	{@st43}컴패니언 분양				
UI_20150317_000143	{@st59} Entrez le nom de votre compagnon nouvellement adoptée {/}	{@st59}분양 받을 컴패니언의 이름을 입력하세요{/}				
UI_20150317_000144	{@st41b}Nom{/}	{@st41b}이름{/}				
UI_20150317_000145	{@st41b}Prix %s{/}	{@st41b}가격     %s{/}				
UI_20150317_000146	{@st59}Fermer le journal d'aventure{/}	{@st59}컴패니엄 분양 창을 닫습니다{/}				
UI_20150317_000147	{@st41b}Adopter	{@st41b}분양				
UI_20150317_000148	{@st59}Confirmer{/}	{@st59}분양 받을 컴패니언을 결정합니다{/}				
UI_20150317_000149	{@st43} Boutique de compagnon	{@st43}컴패니언 샵				
UI_20150317_000150	{@st59}Fermer le journal d'aventure{/}	{@st59}컴패니언 상점을 닫습니다{/}				
UI_20150317_000151	{@st43}Information supplementaire sur le Personnage{/}{@st42}	{@st43}다른 캐릭터 정보{/} {@st42}				
UI_20150317_000152	{@st59}Fermer le journal d'aventure{/}	{@st59}캐릭터 정보를 닫습니다{/}				
UI_20150317_000153	{@st41b} Informations	{@st41b}정보				
UI_20150317_000154	{@st41b}Enregistrer	{@st41b}기록				
UI_20150317_000155	Nom de l'equipe	팀이륨				
UI_20150317_000156	Nom du Personnage	캐릭이륨				
UI_20150317_000157	Cercle {#ffff00}%s {/} %s Nv. {#ffff00}%s {/}	{#ffff00}%s{/}랭크 %s {#ffff00}%s{/}레벨				
UI_20150317_000158	Guerrier	젼샤				
UI_20150317_000159	Adventure Index {#ffff00}%s{/} (Rank{#ffff00}%s{/}/%s)	모험지수 {#ffff00}%s{/} ({#ffff00}%s{/}위/%s)				
UI_20150317_000160	Index Aventure {#ffff00}%s{/} ({#ffff00}NonClasse{/})	모험지수 {#ffff00}%s{/} ({#ffff00}Unranked{/})				
UI_20150317_000161	Total de Accomplissements: {#ffff00}%s {/}	업적달성 {#ffff00}%s{/}개				
UI_20150317_000162	Parametres	설정				
UI_20150317_000163	Effacer le titre d'etiquette pour supprimer l'onglet.	탭 제목을 지우고 확인하면 탭이 삭제됩니다				
UI_20150317_000164	{@st49}Tous{/}	{@st49}전체{/}				
UI_20150317_000165	{@st49}Systeme{/}	{@st49}시스템{/}				
UI_20150317_000166	{@st49}Parler{/}	{@st49}대화{/}				
UI_20150317_000167	{@st49}Combat{/}	{@st49}전투{/}				
UI_20150317_000168	{@st49}Objet{/}	{@st49}아이템{/}				
UI_20150317_000169	{@st43}Credits{/}	{@st43}크레딧{/}				
UI_20150317_000170	{@st43}Parametres de Verrouillage de Cible {/}	{@st43}타겟 고정 설정 중{/}				
UI_20150317_000171	Nom du PnJ	엔피씨이름				
UI_20150317_000172	Comparer	비교				
UI_20150317_000173	Illustration	일러스트				
UI_20150317_000174	Selectionner une conversation	대화 선택				
UI_20150317_000175	Texte d'aide	텍스트 헬프				
UI_20150317_000176	{@st41}Fabrication d'Objets{/}	{@st41}아이템 제조{/}				
UI_20150317_000177	{@st45tw2}Confectionner l'objet...	{@st45tw2}아이템 제작 중...				
UI_20150317_000178	%r secondes	%r 초				
UI_20150317_000179	{@st41}Annuler{/}	{@st41}취소{/}				
UI_20150317_000180	{@st45tw2}Quantite{/}	{@st45tw2}수량 {/}				
UI_20150317_000181	{@st45tw2} Vous voulez confectionner cette objet ?	{@st45tw2}아이템을 만드시겠습니까?				
UI_20150317_000182	{@st41} Confirmer {/}	{@st41}결정{/}				
UI_20150317_000183	Information de Quete	퀘스트 정보				
UI_20150317_000184	{@st59}Annuler l'echange{/}	{@st59}거래를취소합니다{/}				
UI_20150317_000185	{@st43}Echange personnel{/}	{@st43}개인 거래{/}				
UI_20150317_000186	Ma Liste d'echange	내 거래 목록				
UI_20150317_000187	Argent : %s	실버 : %s				
UI_20150317_000188	Entrer	입력				
UI_20150317_000189	{@st41}Accepter	{@st41}수락				
UI_20150317_000190	{@st41}Confirmer	{@st41}최종확인				
UI_20150317_000191	Other Player's (%s) Liste d'echange	상대방(%s) 거래 목록				
UI_20150317_000192	Nom du personnage de l'autre joueur	상대방이름				
UI_20150317_000193	{s18}{ol} {gr gradation1}Field Event{/}	{s18}{ol}{gr gradation1}필드 이벤트{/}				
UI_20150317_000194	{s20}{ol}Vaincre la Tribu Vubbe! Voulez-vous rejoindre?	{s20}{ol}부베족을 물리쳐라! 참가하시겠습니까?				
UI_20150317_000195	{s20}{ol}%s Voulez-vous rejoindre?	{s20}{ol}%s 참가하시겠습니까?				
UI_20150317_000196	{s20}{ol}Participants : (1/5)	{s20}{ol}참가 인원 : (1/5)				
UI_20150317_000197	{s20}{ol}Participants : (%s/%s)	{s20}{ol}참가 인원 : (%s/%s)				
UI_20150317_000198	{s20}{ol}La partie va commencer dans 1 seconde.	{s20}{ol}1초 후 게임이 시작됩니다.				
UI_20150317_000199	{s20}{ol}La partie va commencer dans %s secondes.	{s20}{ol}%s초 후 게임이 시작됩니다.				
UI_20150317_000200	Ne plus montrer aujourd'hui.	오늘 하루 보지 않기.				
UI_20150317_000201	Ne plus montrer les evenements de Zone.	필드 이벤트를 보지 않습니다.				
UI_20150317_000202	Rejoindre la Partie	게임 참여				
UI_20150317_000203	Demarrer la partie avec d'autres joueurs.	플레이어들과 게임을 시작합니다.				
UI_20150317_000204	Refuser l'invitation.	게임 참여를 하지 않습니다.				
UI_20150317_000205	Prereglages de pulverisation	스프레이 프리셋				
UI_20150317_000206	{@st49}Selectionner{/}	{@st49}선택{/}				
UI_20150317_000207	{@st49}Annuler{/}	{@st49}취소{/}				
UI_20150317_000208	{@st49}Supprimer{/}	{@st49}삭제{/}				
UI_20150317_000209	Tapez un nom de fichier a sauvegarder.	저장할 파일의 이름을 입력합니다.				
UI_20150317_000210	{@st43}Amis	{@st43}친구				
UI_20150317_000211	{@st59}Fermer le journal d'aventure{/}	{@st59}친구 목록를 닫습니다{/}				
UI_20150317_000212	{@st59b} Amis{nl}{@st59s} - devenir amis avec d'autres joueurs dans le jeu. {nl} - vous pouvez vérifier le statut de vos amis par le biais de la liste d'amis onglet {nl} - onglet dans la gestion, vous pouvez inviter, diminuer ou bloquer vos amis. {/}	{@st59b}친구{nl}{@st59s} - 친구 관계는 계정 사이에 생성{nl} - 목록 탭에서 친구들의 상태 확인/삭제 가능{nl} - 관리 탭에서 초대, 거절, 차단 등의 내용을 확인{/}				
UI_20150317_000213	{@st41b}En Ligne{/}	{@st41b}접속한 친구만 보기{/}				
UI_20150317_000214	{@st41b}Liste	{@st41b}목록				
UI_20150317_000215	{@st41b}Gerer	{@st41b}관리				
UI_20150317_000216	{@st41b}Envoyer une demande d'ami	{@st41b}친구 신청				
UI_20150317_000217	{@st41b}Bloquer	{@st41b}차단				
UI_20150317_000218	{@st59}Rechercher{/}	{@st59}검색{/}				
UI_20150317_000219	{@st44}Guilde{/}	{@st44}길드{/}				
UI_20150317_000220	Guilde	길드				
UI_20150317_000221	Liste	명단				
UI_20150317_000222	Nouveautees	새소식				
UI_20150317_000223	Mission de Guilde	길드미션				
UI_20150317_000224	Membres en Ligne	접속중인 구성원 수				
UI_20150317_000225	{@st44}Creer une Guilde{/}	{@st44}길드생성{/}				
UI_20150317_000226	{@st42} Creer {/}	{@st42}생성{/}				
UI_20150317_000227	{@st42}Fermer{/}	{@st42}닫기{/}				
UI_20150317_000228	{@st42}Tous{/}	{@st42}전체{/}				
UI_20150317_000229	{@st42}Classement du Jour{/}	{@st42}오늘랭킹{/}				
UI_20150317_000230	{@st42}Classement de la Semaine{/}	{@st42}주간랭킹{/}				
UI_20150317_000231	{@st56}Rang {/}	{@st56}순위{/}				
UI_20150317_000232	{@st56}Points{/}	{@st56}점수{/}				
UI_20150317_000233	{@st56}Classe{/}	{@st56}직업{/}				
UI_20150317_000234	{@st56}Nom {/}	{@st56}이름{/}				
UI_20150317_000235	Page precedente	이전 페이지				
UI_20150317_000236	Page suivante	다음 페이지				
UI_20150317_000237	{@st42}Rechercher ID{/}	{@st42}ID 검색{/}				
UI_20150317_000238	Tapez un ID a rechercher	입력한 ID를 검색합니다				
UI_20150317_000239	Fermer le Hall of Fame	명예의 전당을 닫습니다				
UI_20150317_000240	Tapez un ID a rechercher	검색할 ID를 입력합니다				
UI_20150317_000241	{@st59} Endurance {/}	{@st59}스태미나{/}				
UI_20150317_000242	{@st43}Liste d'Aide{/}	{@st43}도움말 목록{/}				
UI_20150317_000243	{@st59}Fermer le journal d'aventure{/}	{@st59}도움말 목록 창을 닫습니다{/}				
UI_20150317_000244	{@st59b} Aide List{nl}{@st59s -} si vous avez besoin d'aide avec quelque chose, vous pouvez toujours lire les rubriques d'aide. {nl} - selectionnez une rubrique a afficher plus d'informations a ce sujet. {/}	{@st59b}도움말 목록{nl}{@st59s} - 읽었던 도움말들을 목록에서 다시 확인 가능{nl} - 원하는 항목을 선택해서 상세 보기{/}				
UI_20150317_000245	{@st43}{s22}Aide{/}	{@st43}{s22}도움말{/}				
UI_20150317_000246	{@st47_b}{b}Sujets d'Aide{/}	{@st47_b}{b}도움말 제목{/}				
UI_20150317_000247	{@st42b} Contenu de l'aide simple {/}	{@st42b}심플 도움말내용{/}				
UI_20150317_000248	{@st59}Voir les details{/}	{@st59}자세하게 보기{/}				
UI_20150317_000249	Veuillez saisir une quantite	수량을 입력하세요				
UI_20150317_000250	{@st59} Entrez le contenu {/}	{@st59}내용을 입력합니다{/}				
UI_20150317_000251	{@st41b}Confirmer	{@st41b}확인				
UI_20150317_000252	{@st59}Confirmer {/}	{@st59}입력 내용을 확인합니다{/}				
UI_20150317_000253	{@st41b} Fermer	{@st41b}닫기				
UI_20150317_000254	{@st59}Annuler {/}	{@st59}입력을 취소합니다{/}				
UI_20150317_000255	{@st43}Teleporter{/}	{@st43}워프{/}				
UI_20150317_000256	{@st59}Fermer le journal d'aventure{/}	{@st59}워프 창을 닫습니다{/}				
UI_20150317_000257	{@st59b} Warp{nl}{@st59s} - permet de se rendre rapidement en regions vous avez deja visite. {nl} - fonctionnalite est activee lorsque deux ou plusieurs points de chaîne sont disponibles. {nl} {/}	{@st59b}워프{nl}{@st59s} - 자신이 방문한 지역으로 워프할 수 있는 시스템{nl} - 워프가 2개이상일때 워프 기능 활성화{nl}{/}				
UI_20150317_000258	{@st41} Situation actuelle : %s {/}	{@st41}현재 위치 : %s{/}				
UI_20150317_000259	{@st43}{s22}Warp {/}	{@st43}{s22}워프{/}				
UI_20150317_000260	{@st41b} Vous voulez vous installer dans cette region ? {/}	{@st41b}이 지역으로 이동하시겠습니까?{/}				
UI_20150317_000261	Qu'en est-il de Siauliai	사울레이 어쩌고				
UI_20150317_000262	Piece consomme: 0	소모 코인 : 0				
UI_20150317_000263	Intro	인트로				
UI_20150317_000264	{@st43}Inventaire{/}	{@st43}인벤토리{/}				
UI_20150317_000265	{@st59}Fermer le journal d'aventure{/}	{@st59}인벤토리를 닫습니다{/}				
UI_20150317_000266	{@st59b}Equipment {nl} {@st59s}- Hairstyle/Costume: Equipment to change a characters appearance. {nl} - Weapon: Can equip one-handed or two-handed weapons {nl} (sub-weapon/shield can be equipped with a one-handed weapon) {nl} - Armor: Top, Bottom, Gloves, Shoes. {nl} - Accessories: Can equip 1 Necklace and 2 Bracelets. {nl} {/}	{@st59b}착용장비{nl}{@st59s} - 헤어/코스튬 : 외형 변경 가능 아이템 착용{nl} - 무기 : 한손 장비 및 양손 장비 착용 가능{nl}   (한손 장비 착용시 서브웨폰/방패 착용 가능 ){nl} - 방어구 : 상의, 하의, 장갑, 신발 착용{nl} - 악세서리 : 목걸이 1개, 팔찌 2개 착용{nl}{/}				
UI_20150317_000267	{@st59} Coiffure Costume 1 {/}	{@st59}헤어 코스튬1{/}				
UI_20150317_000268	{@st59} Coiffure Costume 2 {/}	{@st59}헤어 코스튬2{/}				
UI_20150317_000269	{@st59} Collier {/}	{@st59}목걸이{/}				
UI_20150317_000270	{@st59}Costume{/}	{@st59}코스튬{/}				
UI_20150317_000271	{@st59}Haut{/}	{@st59}상의{/}				
UI_20150317_000272	{@st59}Gants{/}	{@st59}장갑{/}				
UI_20150317_000273	{@st59}Bas{/}	{@st59}하의{/}				
UI_20150317_000274	{@st59}Chaussures{/}	{@st59}신발{/}				
UI_20150317_000275	{@st59}Main Gauche{/}	{@st59}왼손{/}				
UI_20150317_000276	{@st59}Main Droite{/}	{@st59}오른손{/}				
UI_20150317_000277	{@st59}Bracelet 1{/}	{@st59}팔찌1{/}				
UI_20150317_000278	{@st59}Bracelet 2{/}	{@st59}팔찌2{/}				
UI_20150317_000279	{@st59}Brassard{/}	{@st59}암밴드{/}				
UI_20150317_000280	{@st59}Rechercher{/}	{@st59}입력한 이름으로 검색합니다{/}				
UI_20150317_000281	Poids	무게				
UI_20150317_000282	{@st43}Equipment Buff{/}	{@st43}장비 버프{/}				
UI_20150317_000283	{@st59}Fermer le journal d'aventure{/}	{@st59}수리 UI를 닫습니다{/}				
UI_20150317_000284	{@st42}Available for Buff	{@st42}버프 가능 장비 목록				
UI_20150317_000285	{@st42}Utiliser{/}	{@st42}소모 아이템{/}				
UI_20150317_000286	{@st42}Courrir	{@st42}실행				
UI_20150317_000287	{@st42}Cibler un objet{/}	{@st42}타겟 아이템{/}				
UI_20150317_000288	{@st59}Bague 1{/}	{@st59}링1{/}				
UI_20150317_000289	{@st43}Fabrication d'Objet{/}	{@st43}아이템 제작{/}				
UI_20150317_000290	{@st42b}Montrer les objets a fabriquer{/}	{@st42b}재료가 있는 것만 보기{/}				
UI_20150317_000291	{@st59}Fermer le journal d'aventure{/}	{@st59}아이템 제작을 닫습니다{/}				
UI_20150317_000292	{@st43}{s22}Diviser	{@st43}{s22}아이템 나누기				
UI_20150317_000293	{@st59}Tapez une quantite{/}	{@st59}개수를 입력하세요{/}				
UI_20150317_000294	Barre de vie du monstre	몬스터 체력게이지				
UI_20150317_000295	{@st44}Ensemble d'items acquis{/}	{@st44}세트 아이템 획득{/}				
UI_20150317_000296	Guerrier du clavier	키보드 워리어				
UI_20150317_000297	Tue	킬				
UI_20150317_000298	99 minutes 99 secondes	99분 99초				
UI_20150317_000299	38000 points	38000 점				
UI_20150317_000300	Potion de vitesse amelioree	향상된 신속의 물약				
UI_20150317_000301	{@st41} Confirmer {/}	{@st41}확 인{/}				
